Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha
Fix broken test (use web app context)  ;broken test;Remove unnecessary logging by start-docker script  ;unnecessary;Similar;0.6191793084144592
Fix broken test (use web app context)  ;broken test;Fix profile precedence when active and include provided  ;If profiles were activated via the environment using the active and include profile property, profiles specified via the active property would take precedence. This commit restores that behavior.;Similar;0.6094931960105896
Fix broken test (use web app context)  ;broken test;Fix documentation for health endpoint security  ;Fixes <issue_link>;Similar;0.6309260725975037
Fix broken test (use web app context)  ;broken test;Send Slack Notifications when build completes;Closes <issue_link>;Similar;0.5838714838027954
Fix broken test (use web app context)  ;broken test;Rename samples to smoke tests;Closes the <issue_link>;Similar;0.5500802993774414
Fix broken test (use web app context)  ;broken test;Prepend without replacing in <file_name>  ;It was incorrect to simply replace existing instances because you cant tell from the instance which media types and java types it supports. This fix just prepends the custom converters so they get higher priority.;Similar;0.5026509761810303
Fix broken test (use web app context)  ;broken test;Extract logic for duplicate file removal so it can be shared between <iden> and Gradle plugins. Also fixed bug in recursive scanning logic. Really fixes <issue_link>;can be shared, fixed bug, fixes;Similar;0.7457047700881958
Fix broken test (use web app context)  ;broken test;Register an <iden> in security autoconfig  ;it helps a lot;Similar;0.6028386354446411
Fix broken test (use web app context)  ;broken test;Fix freeMarker->freemarker;The need to correct the naming from freeMarker to freemarker;Similar;0.6014968752861023
Fix broken test (use web app context)  ;broken test;Remove undefined <iden> appender from basic log4j config <enter> Fixes <issue_link> ;Fixes <issue_link>;Similar;0.6579610109329224
Fix broken test (use web app context)  ;broken test;Fix typos in Javadocs;Improve documentation accuracy;Similar;0.7178829908370972
Fix broken test (use web app context)  ;broken test;Add hooks for failed application context startup;[bs-31];Similar;0.7842841148376465
Fix broken test (use web app context)  ;broken test;Fix test;Fix;Similar;0.6348929405212402
Fix broken test (use web app context)  ;broken test;Add test for nested properties;test for nested properties;Similar;0.5264706611633301
Fix broken test (use web app context)  ;broken test;Align <file_name> Javadoc with documentation;See <pr_link>;Similar;0.5503556132316589
Fix broken test (use web app context)  ;broken test;Add <file_name> option for <file_name> building;This commit adds a <file_name> option to the configuration of the Maven plugin spring-boot:build-<file_name> goal and the Gradle plugin <file_name> task. The new option gives users control over pulling the <file_name> and run <file_name> from a remote <file_name> registry to the local <iden> daemon.;Similar;0.5072305202484131
Fix broken test (use web app context)  ;broken test;Add XMLUnit to spring-boot-starter-test  ;Closes <pr_link>;Similar;0.5300436615943909
Fix broken test (use web app context)  ;broken test;Fix NPE in <file_name> when migration.installedOn is null;See <pr_link>;Similar;0.7005276679992676
Fix broken test (use web app context)  ;broken test;Update <file_name>, Replace line break with missing line fold, Closes <pr_link>;to continue the property value;Similar;0.6315184831619263
Fix typo a -> an  ;Fix typo;Fix checkstyle header violation  ;See <issue_link>;Similar;0.7153307199478149
Fix typo a -> an  ;Fix typo;Make file detection more resilient across restarts;Retain file snapshot state across devtools restarts to help prevent detection failures;Similar;0.519716739654541
Fix typo a -> an  ;Fix typo;Fix package name for boot-loader-tools  ;Issue: #53129653;Similar;0.6953775882720947
Fix typo a -> an  ;Fix typo;Improve error handling in <iden> upgrade checks;See <pr_link>;Similar;0.6742665767669678
Fix typo a -> an  ;Fix typo;Fix checkstyle violation;see the PR link;Similar;0.7586605548858643
Fix typo a -> an  ;Fix typo;Add group property to <file_name>;See <pr_link>;Similar;0.676999032497406
Fix typo a -> an  ;Fix typo;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;Similar;0.7973988056182861
Fix typo a -> an  ;Fix typo;Fix link formatting in custom <iden> section  ;See <pr_link>;Similar;0.7820866107940674
Fix typo a -> an  ;Fix typo;Remove duplicate word in docs;duplicate;Similar;0.7173429727554321
Fix typo a -> an  ;Fix typo;Fix tests;Fix;Similar;0.8298162221908569
Fix typo a -> an  ;Fix typo;Remove unnecessary logging by start-docker script  ;unnecessary;Similar;0.5867164134979248
Fix typo a -> an  ;Fix typo;Fix profile precedence when active and include provided  ;If profiles were activated via the environment using the active and include profile property, profiles specified via the active property would take precedence. This commit restores that behavior.;Similar;0.781657338142395
Fix typo a -> an  ;Fix typo;Fix documentation for health endpoint security  ;Fixes <issue_link>;Similar;0.5906718969345093
Fix typo a -> an  ;Fix typo;Send Slack Notifications when build completes;Closes <issue_link>;Similar;0.5900880098342896
Fix typo a -> an  ;Fix typo;Rename samples to smoke tests;Closes the <issue_link>;Similar;0.6104300022125244
Fix typo a -> an  ;Fix typo;Prepend without replacing in <file_name>  ;It was incorrect to simply replace existing instances because you cant tell from the instance which media types and java types it supports. This fix just prepends the custom converters so they get higher priority.;Similar;0.6392398476600647
Fix typo a -> an  ;Fix typo;Align expectations of various <iden> configurations;They all want to create an <iden> and when that happens user sees no MBeans, or sometimes just one set (<iden> Core, <iden> or <iden>). To harmonise them we create a  @bean  of type <iden> and link to it in the other autoconfigs;Similar;0.7604213356971741
Fix typo a -> an  ;Fix typo;Ensure JPA vendor properties are period separated;This change just makes <file_name> expose a <iden> so the keys are sane;Similar;0.6140738129615784
Fix typo a -> an  ;Fix typo;Register an <iden> in security autoconfig  ;it helps a lot;Similar;0.6404060125350952
Fix typo a -> an  ;Fix typo;Fix freeMarker->freemarker;The need to correct the naming from freeMarker to freemarker;Similar;0.7284390926361084
Fix typo a -> an  ;Fix typo;Remove undefined <iden> appender from basic log4j config <enter> Fixes <issue_link> ;Fixes <issue_link>;Similar;0.6661014556884766
Fix typo a -> an  ;Fix typo;Add <iden> for <iden>  ;<iden> is exposed via server.servletPath.;Similar;0.7907758951187134
Fix typo a -> an  ;Fix typo;Fix typos in Javadocs;Improve documentation accuracy;Similar;0.7368497252464294
Fix typo a -> an  ;Fix typo;Add missing dependency;missing;Similar;0.6638635396957397
Fix typo a -> an  ;Fix typo;Fix test;Fix;Similar;0.8374956846237183
Fix typo a -> an  ;Fix typo;Add test for nested properties;test for nested properties;Similar;0.6926687955856323
Fix typo a -> an  ;Fix typo;Align <file_name> Javadoc with documentation;See <pr_link>;Similar;0.6732532978057861
Fix typo a -> an  ;Fix typo;Add <file_name> option for <file_name> building;This commit adds a <file_name> option to the configuration of the Maven plugin spring-boot:build-<file_name> goal and the Gradle plugin <file_name> task. The new option gives users control over pulling the <file_name> and run <file_name> from a remote <file_name> registry to the local <iden> daemon.;Similar;0.6789054870605469
Fix typo a -> an  ;Fix typo;Add XMLUnit to spring-boot-starter-test  ;Closes <pr_link>;Similar;0.5154023170471191
Fix typo a -> an  ;Fix typo;Update Spring <iden> auto-configuration so that `<iden>` from `<iden>` is implicitly applied.;Prior to this commit `<iden>` interfaces would only get picked up if `<iden>` was added alongside with the `@SpringBootApplication`.;Similar;0.5166838765144348
Fix typo a -> an  ;Fix typo;Fix NPE in <file_name> when migration.installedOn is null;See <pr_link>;Similar;0.5696823596954346
Fix typo a -> an  ;Fix typo;Update <file_name>, Replace line break with missing line fold, Closes <pr_link>;to continue the property value;Similar;0.6338247060775757
Fix checkstyle header violation  ;See <issue_link>;Make file detection more resilient across restarts;Retain file snapshot state across devtools restarts to help prevent detection failures;Similar;0.5871210098266602
Fix checkstyle header violation  ;See <issue_link>;Fix package name for boot-loader-tools  ;Issue: #53129653;Similar;0.6900383830070496
Fix checkstyle header violation  ;See <issue_link>;Improve error handling in <iden> upgrade checks;See <pr_link>;Similar;0.7836325168609619
Fix checkstyle header violation  ;See <issue_link>;Fix checkstyle violation;see the PR link;Similar;0.9271210432052612
Fix checkstyle header violation  ;See <issue_link>;Add group property to <file_name>;See <pr_link>;Similar;0.5565235018730164
Fix checkstyle header violation  ;See <issue_link>;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;Similar;0.7940356731414795
Fix checkstyle header violation  ;See <issue_link>;Fix link formatting in custom <iden> section  ;See <pr_link>;Similar;0.744286835193634
Fix checkstyle header violation  ;See <issue_link>;Remove duplicate word in docs;duplicate;Similar;0.669915497303009
Fix checkstyle header violation  ;See <issue_link>;Fix tests;Fix;Similar;0.7436894774436951
Fix checkstyle header violation  ;See <issue_link>;Remove unnecessary logging by start-docker script  ;unnecessary;Similar;0.685551106929779
Fix checkstyle header violation  ;See <issue_link>;Fix profile precedence when active and include provided  ;If profiles were activated via the environment using the active and include profile property, profiles specified via the active property would take precedence. This commit restores that behavior.;Similar;0.763174831867218
Fix checkstyle header violation  ;See <issue_link>;Fix documentation for health endpoint security  ;Fixes <issue_link>;Similar;0.6413309574127197
Fix checkstyle header violation  ;See <issue_link>;Send Slack Notifications when build completes;Closes <issue_link>;Similar;0.6061393022537231
Fix checkstyle header violation  ;See <issue_link>;Rename samples to smoke tests;Closes the <issue_link>;Similar;0.5574125051498413
Fix checkstyle header violation  ;See <issue_link>;Align expectations of various <iden> configurations;They all want to create an <iden> and when that happens user sees no MBeans, or sometimes just one set (<iden> Core, <iden> or <iden>). To harmonise them we create a  @bean  of type <iden> and link to it in the other autoconfigs;Similar;0.5356737375259399
Fix checkstyle header violation  ;See <issue_link>;Extract logic for duplicate file removal so it can be shared between <iden> and Gradle plugins. Also fixed bug in recursive scanning logic. Really fixes <issue_link>;can be shared, fixed bug, fixes;Similar;0.6939266324043274
Fix checkstyle header violation  ;See <issue_link>;Register an <iden> in security autoconfig  ;it helps a lot;Similar;0.6025395393371582
Fix checkstyle header violation  ;See <issue_link>;Fix freeMarker->freemarker;The need to correct the naming from freeMarker to freemarker;Similar;0.6490175127983093
Fix checkstyle header violation  ;See <issue_link>;Remove undefined <iden> appender from basic log4j config <enter> Fixes <issue_link> ;Fixes <issue_link>;Similar;0.6889169216156006
Fix checkstyle header violation  ;See <issue_link>;Add <iden> for <iden>  ;<iden> is exposed via server.servletPath.;Similar;0.5460827946662903
Fix checkstyle header violation  ;See <issue_link>;Fix typos in Javadocs;Improve documentation accuracy;Similar;0.6709142327308655
Fix checkstyle header violation  ;See <issue_link>;Add hooks for failed application context startup;[bs-31];Similar;0.6984434127807617
Fix checkstyle header violation  ;See <issue_link>;Add missing dependency;missing;Similar;0.6451467871665955
Fix checkstyle header violation  ;See <issue_link>;Fix test;Fix;Similar;0.7388817071914673
Fix checkstyle header violation  ;See <issue_link>;Add test for nested properties;test for nested properties;Similar;0.5803128480911255
Fix checkstyle header violation  ;See <issue_link>;Add <file_name> option for <file_name> building;This commit adds a <file_name> option to the configuration of the Maven plugin spring-boot:build-<file_name> goal and the Gradle plugin <file_name> task. The new option gives users control over pulling the <file_name> and run <file_name> from a remote <file_name> registry to the local <iden> daemon.;Similar;0.5241565704345703
Fix checkstyle header violation  ;See <issue_link>;Fix NPE in <file_name> when migration.installedOn is null;See <pr_link>;Similar;0.6931726336479187
Fix checkstyle header violation  ;See <issue_link>;Update <file_name>, Replace line break with missing line fold, Closes <pr_link>;to continue the property value;Similar;0.6536083817481995
Make file detection more resilient across restarts;Retain file snapshot state across devtools restarts to help prevent detection failures;Fix package name for boot-loader-tools  ;Issue: #53129653;Similar;0.5140434503555298
Make file detection more resilient across restarts;Retain file snapshot state across devtools restarts to help prevent detection failures;Improve error handling in <iden> upgrade checks;See <pr_link>;Similar;0.7687134742736816
Make file detection more resilient across restarts;Retain file snapshot state across devtools restarts to help prevent detection failures;Fix checkstyle violation;see the PR link;Similar;0.5846534967422485
Make file detection more resilient across restarts;Retain file snapshot state across devtools restarts to help prevent detection failures;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;Similar;0.5292848348617554
Make file detection more resilient across restarts;Retain file snapshot state across devtools restarts to help prevent detection failures;Fix link formatting in custom <iden> section  ;See <pr_link>;Similar;0.5986811518669128
Make file detection more resilient across restarts;Retain file snapshot state across devtools restarts to help prevent detection failures;Fix tests;Fix;Similar;0.6025121212005615
Make file detection more resilient across restarts;Retain file snapshot state across devtools restarts to help prevent detection failures;Remove unnecessary logging by start-docker script  ;unnecessary;Similar;0.6002216339111328
Make file detection more resilient across restarts;Retain file snapshot state across devtools restarts to help prevent detection failures;Fix profile precedence when active and include provided  ;If profiles were activated via the environment using the active and include profile property, profiles specified via the active property would take precedence. This commit restores that behavior.;Similar;0.6513170003890991
Make file detection more resilient across restarts;Retain file snapshot state across devtools restarts to help prevent detection failures;Fix documentation for health endpoint security  ;Fixes <issue_link>;Similar;0.5400941371917725
Make file detection more resilient across restarts;Retain file snapshot state across devtools restarts to help prevent detection failures;Send Slack Notifications when build completes;Closes <issue_link>;Similar;0.5215163826942444
Make file detection more resilient across restarts;Retain file snapshot state across devtools restarts to help prevent detection failures;Align expectations of various <iden> configurations;They all want to create an <iden> and when that happens user sees no MBeans, or sometimes just one set (<iden> Core, <iden> or <iden>). To harmonise them we create a  @bean  of type <iden> and link to it in the other autoconfigs;Similar;0.5100012421607971
Make file detection more resilient across restarts;Retain file snapshot state across devtools restarts to help prevent detection failures;Extract logic for duplicate file removal so it can be shared between <iden> and Gradle plugins. Also fixed bug in recursive scanning logic. Really fixes <issue_link>;can be shared, fixed bug, fixes;Similar;0.7123919725418091
Make file detection more resilient across restarts;Retain file snapshot state across devtools restarts to help prevent detection failures;Register an <iden> in security autoconfig  ;it helps a lot;Similar;0.5434542298316956
Make file detection more resilient across restarts;Retain file snapshot state across devtools restarts to help prevent detection failures;Fix test;Fix;Similar;0.5590724349021912
Make file detection more resilient across restarts;Retain file snapshot state across devtools restarts to help prevent detection failures;Add <file_name> option for <file_name> building;This commit adds a <file_name> option to the configuration of the Maven plugin spring-boot:build-<file_name> goal and the Gradle plugin <file_name> task. The new option gives users control over pulling the <file_name> and run <file_name> from a remote <file_name> registry to the local <iden> daemon.;Similar;0.501280665397644
Make file detection more resilient across restarts;Retain file snapshot state across devtools restarts to help prevent detection failures;Update Spring <iden> auto-configuration so that `<iden>` from `<iden>` is implicitly applied.;Prior to this commit `<iden>` interfaces would only get picked up if `<iden>` was added alongside with the `@SpringBootApplication`.;Similar;0.5586134195327759
Make file detection more resilient across restarts;Retain file snapshot state across devtools restarts to help prevent detection failures;Update <file_name>, Replace line break with missing line fold, Closes <pr_link>;to continue the property value;Similar;0.5513492226600647
Fix package name for boot-loader-tools  ;Issue: #53129653;Improve error handling in <iden> upgrade checks;See <pr_link>;Similar;0.6800992488861084
Fix package name for boot-loader-tools  ;Issue: #53129653;Fix checkstyle violation;see the PR link;Similar;0.6511765718460083
Fix package name for boot-loader-tools  ;Issue: #53129653;Add group property to <file_name>;See <pr_link>;Similar;0.6093108654022217
Fix package name for boot-loader-tools  ;Issue: #53129653;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;Similar;0.6365211606025696
Fix package name for boot-loader-tools  ;Issue: #53129653;Fix link formatting in custom <iden> section  ;See <pr_link>;Similar;0.7511407732963562
Fix package name for boot-loader-tools  ;Issue: #53129653;Remove duplicate word in docs;duplicate;Similar;0.6199705600738525
Fix package name for boot-loader-tools  ;Issue: #53129653;Fix tests;Fix;Similar;0.699428141117096
Fix package name for boot-loader-tools  ;Issue: #53129653;Remove unnecessary logging by start-docker script  ;unnecessary;Similar;0.6366733312606812
Fix package name for boot-loader-tools  ;Issue: #53129653;Fix profile precedence when active and include provided  ;If profiles were activated via the environment using the active and include profile property, profiles specified via the active property would take precedence. This commit restores that behavior.;Similar;0.6393312811851501
Fix package name for boot-loader-tools  ;Issue: #53129653;Fix documentation for health endpoint security  ;Fixes <issue_link>;Similar;0.6293177604675293
Fix package name for boot-loader-tools  ;Issue: #53129653;Send Slack Notifications when build completes;Closes <issue_link>;Similar;0.589211106300354
Fix package name for boot-loader-tools  ;Issue: #53129653;Rename samples to smoke tests;Closes the <issue_link>;Similar;0.5231977105140686
Fix package name for boot-loader-tools  ;Issue: #53129653;Align expectations of various <iden> configurations;They all want to create an <iden> and when that happens user sees no MBeans, or sometimes just one set (<iden> Core, <iden> or <iden>). To harmonise them we create a  @bean  of type <iden> and link to it in the other autoconfigs;Similar;0.5058612823486328
Fix package name for boot-loader-tools  ;Issue: #53129653;Extract logic for duplicate file removal so it can be shared between <iden> and Gradle plugins. Also fixed bug in recursive scanning logic. Really fixes <issue_link>;can be shared, fixed bug, fixes;Similar;0.660754919052124
Fix package name for boot-loader-tools  ;Issue: #53129653;Register an <iden> in security autoconfig  ;it helps a lot;Similar;0.6065375804901123
Fix package name for boot-loader-tools  ;Issue: #53129653;Fix freeMarker->freemarker;The need to correct the naming from freeMarker to freemarker;Similar;0.6456937789916992
Fix package name for boot-loader-tools  ;Issue: #53129653;Remove undefined <iden> appender from basic log4j config <enter> Fixes <issue_link> ;Fixes <issue_link>;Similar;0.6194456815719604
Fix package name for boot-loader-tools  ;Issue: #53129653;Add <iden> for <iden>  ;<iden> is exposed via server.servletPath.;Similar;0.5023534297943115
Fix package name for boot-loader-tools  ;Issue: #53129653;Fix typos in Javadocs;Improve documentation accuracy;Similar;0.7618744969367981
Fix package name for boot-loader-tools  ;Issue: #53129653;Add hooks for failed application context startup;[bs-31];Similar;0.586451530456543
Fix package name for boot-loader-tools  ;Issue: #53129653;Fix test;Fix;Similar;0.6963105797767639
Fix package name for boot-loader-tools  ;Issue: #53129653;Add test for nested properties;test for nested properties;Similar;0.5784533023834229
Fix package name for boot-loader-tools  ;Issue: #53129653;Align <file_name> Javadoc with documentation;See <pr_link>;Similar;0.6524272561073303
Fix package name for boot-loader-tools  ;Issue: #53129653;Add <file_name> option for <file_name> building;This commit adds a <file_name> option to the configuration of the Maven plugin spring-boot:build-<file_name> goal and the Gradle plugin <file_name> task. The new option gives users control over pulling the <file_name> and run <file_name> from a remote <file_name> registry to the local <iden> daemon.;Similar;0.6290601491928101
Fix package name for boot-loader-tools  ;Issue: #53129653;Add XMLUnit to spring-boot-starter-test  ;Closes <pr_link>;Similar;0.551389217376709
Fix package name for boot-loader-tools  ;Issue: #53129653;Fix NPE in <file_name> when migration.installedOn is null;See <pr_link>;Similar;0.6632782220840454
Fix package name for boot-loader-tools  ;Issue: #53129653;Update <file_name>, Replace line break with missing line fold, Closes <pr_link>;to continue the property value;Similar;0.5423156023025513
Improve error handling in <iden> upgrade checks;See <pr_link>;Fix checkstyle violation;see the PR link;Similar;0.7891661524772644
Improve error handling in <iden> upgrade checks;See <pr_link>;Add group property to <file_name>;See <pr_link>;Similar;0.5074512958526611
Improve error handling in <iden> upgrade checks;See <pr_link>;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;Similar;0.6851130127906799
Improve error handling in <iden> upgrade checks;See <pr_link>;Fix link formatting in custom <iden> section  ;See <pr_link>;Similar;0.7259941101074219
Improve error handling in <iden> upgrade checks;See <pr_link>;Remove duplicate word in docs;duplicate;Similar;0.5929214358329773
Improve error handling in <iden> upgrade checks;See <pr_link>;Fix tests;Fix;Similar;0.7458410859107971
Improve error handling in <iden> upgrade checks;See <pr_link>;Remove unnecessary logging by start-docker script  ;unnecessary;Similar;0.6489028930664062
Improve error handling in <iden> upgrade checks;See <pr_link>;Fix profile precedence when active and include provided  ;If profiles were activated via the environment using the active and include profile property, profiles specified via the active property would take precedence. This commit restores that behavior.;Similar;0.7543631792068481
Improve error handling in <iden> upgrade checks;See <pr_link>;Fix documentation for health endpoint security  ;Fixes <issue_link>;Similar;0.6920369267463684
Improve error handling in <iden> upgrade checks;See <pr_link>;Send Slack Notifications when build completes;Closes <issue_link>;Similar;0.5620543360710144
Improve error handling in <iden> upgrade checks;See <pr_link>;Rename samples to smoke tests;Closes the <issue_link>;Similar;0.5517916679382324
Improve error handling in <iden> upgrade checks;See <pr_link>;Align expectations of various <iden> configurations;They all want to create an <iden> and when that happens user sees no MBeans, or sometimes just one set (<iden> Core, <iden> or <iden>). To harmonise them we create a  @bean  of type <iden> and link to it in the other autoconfigs;Similar;0.6154921054840088
Improve error handling in <iden> upgrade checks;See <pr_link>;Extract logic for duplicate file removal so it can be shared between <iden> and Gradle plugins. Also fixed bug in recursive scanning logic. Really fixes <issue_link>;can be shared, fixed bug, fixes;Similar;0.7630008459091187
Improve error handling in <iden> upgrade checks;See <pr_link>;Register an <iden> in security autoconfig  ;it helps a lot;Similar;0.6160029172897339
Improve error handling in <iden> upgrade checks;See <pr_link>;Fix freeMarker->freemarker;The need to correct the naming from freeMarker to freemarker;Similar;0.6376677751541138
Improve error handling in <iden> upgrade checks;See <pr_link>;Remove undefined <iden> appender from basic log4j config <enter> Fixes <issue_link> ;Fixes <issue_link>;Similar;0.5510942339897156
Improve error handling in <iden> upgrade checks;See <pr_link>;Add <iden> for <iden>  ;<iden> is exposed via server.servletPath.;Similar;0.5941234230995178
Improve error handling in <iden> upgrade checks;See <pr_link>;Fix typos in Javadocs;Improve documentation accuracy;Similar;0.6890236139297485
Improve error handling in <iden> upgrade checks;See <pr_link>;Add hooks for failed application context startup;[bs-31];Similar;0.5563495755195618
Improve error handling in <iden> upgrade checks;See <pr_link>;Add missing dependency;missing;Similar;0.511411726474762
Improve error handling in <iden> upgrade checks;See <pr_link>;Fix test;Fix;Similar;0.721128523349762
Improve error handling in <iden> upgrade checks;See <pr_link>;Add test for nested properties;test for nested properties;Similar;0.6429158449172974
Improve error handling in <iden> upgrade checks;See <pr_link>;Align <file_name> Javadoc with documentation;See <pr_link>;Similar;0.5593820810317993
Improve error handling in <iden> upgrade checks;See <pr_link>;Add <file_name> option for <file_name> building;This commit adds a <file_name> option to the configuration of the Maven plugin spring-boot:build-<file_name> goal and the Gradle plugin <file_name> task. The new option gives users control over pulling the <file_name> and run <file_name> from a remote <file_name> registry to the local <iden> daemon.;Similar;0.5886566638946533
Improve error handling in <iden> upgrade checks;See <pr_link>;Fix NPE in <file_name> when migration.installedOn is null;See <pr_link>;Similar;0.5342979431152344
Improve error handling in <iden> upgrade checks;See <pr_link>;Update <file_name>, Replace line break with missing line fold, Closes <pr_link>;to continue the property value;Similar;0.5922103524208069
Fix checkstyle violation;see the PR link;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;Similar;0.776350736618042
Fix checkstyle violation;see the PR link;Fix link formatting in custom <iden> section  ;See <pr_link>;Similar;0.696530818939209
Fix checkstyle violation;see the PR link;Remove duplicate word in docs;duplicate;Similar;0.693284273147583
Fix checkstyle violation;see the PR link;Fix tests;Fix;Similar;0.8330112099647522
Fix checkstyle violation;see the PR link;Remove unnecessary logging by start-docker script  ;unnecessary;Similar;0.6340675950050354
Fix checkstyle violation;see the PR link;Fix profile precedence when active and include provided  ;If profiles were activated via the environment using the active and include profile property, profiles specified via the active property would take precedence. This commit restores that behavior.;Similar;0.7910482883453369
Fix checkstyle violation;see the PR link;Fix documentation for health endpoint security  ;Fixes <issue_link>;Similar;0.6522667407989502
Fix checkstyle violation;see the PR link;Send Slack Notifications when build completes;Closes <issue_link>;Similar;0.645263671875
Fix checkstyle violation;see the PR link;Rename samples to smoke tests;Closes the <issue_link>;Similar;0.5283217430114746
Fix checkstyle violation;see the PR link;Align expectations of various <iden> configurations;They all want to create an <iden> and when that happens user sees no MBeans, or sometimes just one set (<iden> Core, <iden> or <iden>). To harmonise them we create a  @bean  of type <iden> and link to it in the other autoconfigs;Similar;0.5902283787727356
Fix checkstyle violation;see the PR link;Ensure JPA vendor properties are period separated;This change just makes <file_name> expose a <iden> so the keys are sane;Similar;0.5356622338294983
Fix checkstyle violation;see the PR link;Extract logic for duplicate file removal so it can be shared between <iden> and Gradle plugins. Also fixed bug in recursive scanning logic. Really fixes <issue_link>;can be shared, fixed bug, fixes;Similar;0.5993504524230957
Fix checkstyle violation;see the PR link;Register an <iden> in security autoconfig  ;it helps a lot;Similar;0.6000226140022278
Fix checkstyle violation;see the PR link;Fix freeMarker->freemarker;The need to correct the naming from freeMarker to freemarker;Similar;0.6736608743667603
Fix checkstyle violation;see the PR link;Remove undefined <iden> appender from basic log4j config <enter> Fixes <issue_link> ;Fixes <issue_link>;Similar;0.646815299987793
Fix checkstyle violation;see the PR link;Add <iden> for <iden>  ;<iden> is exposed via server.servletPath.;Similar;0.5672169923782349
Fix checkstyle violation;see the PR link;Fix typos in Javadocs;Improve documentation accuracy;Similar;0.6267527937889099
Fix checkstyle violation;see the PR link;Add hooks for failed application context startup;[bs-31];Similar;0.619040846824646
Fix checkstyle violation;see the PR link;Add missing dependency;missing;Similar;0.7073549032211304
Fix checkstyle violation;see the PR link;Fix test;Fix;Similar;0.8178340792655945
Fix checkstyle violation;see the PR link;Add test for nested properties;test for nested properties;Similar;0.5769426822662354
Fix checkstyle violation;see the PR link;Fix NPE in <file_name> when migration.installedOn is null;See <pr_link>;Similar;0.6400210857391357
Fix checkstyle violation;see the PR link;Update <file_name>, Replace line break with missing line fold, Closes <pr_link>;to continue the property value;Similar;0.6227706074714661
Add group property to <file_name>;See <pr_link>;Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;Similar;0.7079360485076904
Add group property to <file_name>;See <pr_link>;Fix link formatting in custom <iden> section  ;See <pr_link>;Similar;0.7117487192153931
Add group property to <file_name>;See <pr_link>;Remove duplicate word in docs;duplicate;Similar;0.544488251209259
Add group property to <file_name>;See <pr_link>;Fix tests;Fix;Similar;0.5168189406394958
Add group property to <file_name>;See <pr_link>;Fix profile precedence when active and include provided  ;If profiles were activated via the environment using the active and include profile property, profiles specified via the active property would take precedence. This commit restores that behavior.;Similar;0.6749753952026367
Add group property to <file_name>;See <pr_link>;Rename samples to smoke tests;Closes the <issue_link>;Similar;0.5799944400787354
Add group property to <file_name>;See <pr_link>;Prepend without replacing in <file_name>  ;It was incorrect to simply replace existing instances because you cant tell from the instance which media types and java types it supports. This fix just prepends the custom converters so they get higher priority.;Similar;0.6222259998321533
Add group property to <file_name>;See <pr_link>;Align expectations of various <iden> configurations;They all want to create an <iden> and when that happens user sees no MBeans, or sometimes just one set (<iden> Core, <iden> or <iden>). To harmonise them we create a  @bean  of type <iden> and link to it in the other autoconfigs;Similar;0.7064613699913025
Add group property to <file_name>;See <pr_link>;Register an <iden> in security autoconfig  ;it helps a lot;Similar;0.6108571290969849
Add group property to <file_name>;See <pr_link>;Fix freeMarker->freemarker;The need to correct the naming from freeMarker to freemarker;Similar;0.6599081754684448
Add group property to <file_name>;See <pr_link>;Remove undefined <iden> appender from basic log4j config <enter> Fixes <issue_link> ;Fixes <issue_link>;Similar;0.6145991086959839
Add group property to <file_name>;See <pr_link>;Add <iden> for <iden>  ;<iden> is exposed via server.servletPath.;Similar;0.7861496210098267
Add group property to <file_name>;See <pr_link>;Fix typos in Javadocs;Improve documentation accuracy;Similar;0.6194477677345276
Add group property to <file_name>;See <pr_link>;Add missing dependency;missing;Similar;0.5373521447181702
Add group property to <file_name>;See <pr_link>;Fix test;Fix;Similar;0.5357134342193604
Add group property to <file_name>;See <pr_link>;Add test for nested properties;test for nested properties;Similar;0.7420499324798584
Add group property to <file_name>;See <pr_link>;Align <file_name> Javadoc with documentation;See <pr_link>;Similar;0.7895976901054382
Add group property to <file_name>;See <pr_link>;Add <file_name> option for <file_name> building;This commit adds a <file_name> option to the configuration of the Maven plugin spring-boot:build-<file_name> goal and the Gradle plugin <file_name> task. The new option gives users control over pulling the <file_name> and run <file_name> from a remote <file_name> registry to the local <iden> daemon.;Similar;0.8352553844451904
Add group property to <file_name>;See <pr_link>;Add XMLUnit to spring-boot-starter-test  ;Closes <pr_link>;Similar;0.530143678188324
Add group property to <file_name>;See <pr_link>;Update Spring <iden> auto-configuration so that `<iden>` from `<iden>` is implicitly applied.;Prior to this commit `<iden>` interfaces would only get picked up if `<iden>` was added alongside with the `@SpringBootApplication`.;Similar;0.5028576850891113
Add group property to <file_name>;See <pr_link>;Update <file_name>, Replace line break with missing line fold, Closes <pr_link>;to continue the property value;Similar;0.5764614939689636
Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;Fix link formatting in custom <iden> section  ;See <pr_link>;Similar;0.7626020908355713
Fix <iden> deprecation <enter> See <pr_link>  ;deprecation;Remove duplicate word in docs;duplicate;Similar;0.7476824522018433
