Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha
Remove unnecessary null check and fix typo;unnecessary, fix typo;Simplify code with Lambda;code simplification;Similar;0.5580540299415588
Remove unnecessary null check and fix typo;unnecessary, fix typo;Remove unused import for unit test;clear unused import;Similar;0.8058973550796509
Remove unnecessary null check and fix typo;unnecessary, fix typo;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Similar;0.5576252937316895
Remove unnecessary null check and fix typo;unnecessary, fix typo;remove the space ( <pr_link> );follow up for pr#4339;Similar;0.787736177444458
Remove unnecessary null check and fix typo;unnecessary, fix typo;switch from <iden> to regular list;in order to avoid potential UnsupportedOperationException ( <pr_link> );Similar;0.6164621710777283
Remove unnecessary null check and fix typo;unnecessary, fix typo;rename package name from <iden> to impl;-;Similar;0.5871785879135132
Remove unnecessary null check and fix typo;unnecessary, fix typo;add unit test for parsing path;-;Similar;0.6078057289123535
Remove unnecessary null check and fix typo;unnecessary, fix typo;fix comment grammar error;to correct the grammar error;Similar;0.763107180595398
Remove unnecessary null check and fix typo;unnecessary, fix typo;Merge pull request  ;fix QoS port can only be configured by identity property problem;Similar;0.5786020159721375
Remove unnecessary null check and fix typo;unnecessary, fix typo;Proofread README.md file with multiple fixes;to improve readability and content quality;Similar;0.5623317360877991
Remove unnecessary null check and fix typo;unnecessary, fix typo;Close all servers/ports after tests finish  ;Ensure proper cleanup;Similar;0.5661389231681824
Remove unnecessary null check and fix typo;unnecessary, fix typo;Fix typo;typo;Similar;0.7618054151535034
Remove unnecessary null check and fix typo;unnecessary, fix typo;Update README.md ( <pr_link> )  <enter> add @override annotation;to include the @override annotation;Similar;0.5529043078422546
Remove unnecessary null check and fix typo;unnecessary, fix typo;Support <iden> auto recognize in <file_name> ( <pr_link>);"Enhancement

Decision: Fix <issue_link>";Similar;0.5555813312530518
Remove unnecessary null check and fix typo;unnecessary, fix typo;Change <iden> to regular list in <file_name> (<pr_link>);to regular list;Similar;0.5741488933563232
Consider removing <iden> later  ;<iden> is unstable;<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;Similar;0.5357005596160889
Consider removing <iden> later  ;<iden> is unstable;Modify comments and imports  ;just for [by implication];Similar;0.5672033429145813
Consider removing <iden> later  ;<iden> is unstable;remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;Similar;0.6025989651679993
Consider removing <iden> later  ;<iden> is unstable;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Similar;0.6318793296813965
Consider removing <iden> later  ;<iden> is unstable;fix dubbo.properties cannot work on <iden>;dubbo.properties cannot work on <iden>;Similar;0.6052442193031311
Consider removing <iden> later  ;<iden> is unstable;Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;Similar;0.5093618035316467
Consider removing <iden> later  ;<iden> is unstable;fix protocol register set false not work ( <pr_link> );not work;Similar;0.6255677938461304
Consider removing <iden> later  ;<iden> is unstable;Reduce object allocation for <method_name>;"-
None";Similar;0.7629171013832092
Consider removing <iden> later  ;<iden> is unstable;Refactor: remove;and replace it with <method_name> ( <pr_link> );Similar;0.7848895788192749
Consider removing <iden> later  ;<iden> is unstable;Minor improvement on test cases: ( <pr_link> )  ;Use org.junit.Assert instead of junit.framework.Assert( @deprecated  since Junit 4), Use assertTrue and other assert methods through static import to make codes easier to read;Similar;0.6354840993881226
Consider removing <iden> later  ;<iden> is unstable;Remove unused import for unit test;clear unused import;Similar;0.7257447838783264
Consider removing <iden> later  ;<iden> is unstable;remove the space ( <pr_link> );follow up for pr#4339;Similar;0.7747842073440552
Consider removing <iden> later  ;<iden> is unstable;switch from <iden> to regular list;in order to avoid potential UnsupportedOperationException ( <pr_link> );Similar;0.6267997622489929
Consider removing <iden> later  ;<iden> is unstable;rename package name from <iden> to impl;-;Similar;0.5705283880233765
Consider removing <iden> later  ;<iden> is unstable;add unit test for parsing path;-;Similar;0.5246745347976685
Consider removing <iden> later  ;<iden> is unstable;fix comment grammar error;to correct the grammar error;Similar;0.5497075319290161
Consider removing <iden> later  ;<iden> is unstable;Merge pull request  ;fix QoS port can only be configured by identity property problem;Similar;0.5472385883331299
Consider removing <iden> later  ;<iden> is unstable;Close all servers/ports after tests finish  ;Ensure proper cleanup;Similar;0.5036248564720154
Consider removing <iden> later  ;<iden> is unstable;Fix typo;typo;Similar;0.6136853098869324
<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;Modify comments and imports  ;just for [by implication];Similar;0.6326900720596313
<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;Similar;0.6026819944381714
<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Similar;0.6108149886131287
<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;modify consumer  <file_name> : param type from string to map;param type from string to map;Similar;0.7698009610176086
<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;fix dubbo.properties cannot work on <iden>;dubbo.properties cannot work on <iden>;Similar;0.5368713736534119
<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;Similar;0.8331328630447388
<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;fix protocol register set false not work ( <pr_link> );not work;Similar;0.5329146981239319
<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;Reduce object allocation for <method_name>;"-
None";Similar;0.6700398325920105
<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;Minor improvement on test cases: ( <pr_link> )  ;Use org.junit.Assert instead of junit.framework.Assert( @deprecated  since Junit 4), Use assertTrue and other assert methods through static import to make codes easier to read;Similar;0.6109206676483154
<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;Simplify code with Lambda;code simplification;Similar;0.5993582606315613
<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;Remove unused import for unit test;clear unused import;Similar;0.5639374256134033
<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;add jdk11 to travis ci;upgrade jacoco to support jdk11;Similar;0.5037375688552856
<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;remove the space ( <pr_link> );follow up for pr#4339;Similar;0.6438686847686768
<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;Port <pr_link> into main trunk (<pr_link>);Fixes <issue_link>;Similar;0.6868656277656555
<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;switch from <iden> to regular list;in order to avoid potential UnsupportedOperationException ( <pr_link> );Similar;0.7211568355560303
<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;rename package name from <iden> to impl;-;Similar;0.6822999715805054
<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;add unit test for parsing path;-;Similar;0.7159285545349121
<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;fix comment grammar error;to correct the grammar error;Similar;0.6177921295166016
<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;Merge pull request  ;fix QoS port can only be configured by identity property problem;Similar;0.6897367238998413
<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;Proofread README.md file with multiple fixes;to improve readability and content quality;Similar;0.7566945552825928
<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;Fix typo;typo;Similar;0.7353981137275696
<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;Update README.md ( <pr_link> )  <enter> add @override annotation;to include the @override annotation;Similar;0.8189122080802917
<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;Support <iden> auto recognize in <file_name> ( <pr_link>);"Enhancement

Decision: Fix <issue_link>";Similar;0.815468430519104
<file_name> ( <pr_link> ) <enter> fixes <issue_link>, <issue_link>, <issue_link>;Fixing <issue_link> multiple times;Change <iden> to regular list in <file_name> (<pr_link>);to regular list;Similar;0.8527349233627319
Modify comments and imports  ;just for [by implication];remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;Similar;0.5786067247390747
Modify comments and imports  ;just for [by implication];modify consumer  <file_name> : param type from string to map;param type from string to map;Similar;0.5829951763153076
Modify comments and imports  ;just for [by implication];fix dubbo.properties cannot work on <iden>;dubbo.properties cannot work on <iden>;Similar;0.5787985920906067
Modify comments and imports  ;just for [by implication];Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;Similar;0.7350643873214722
Modify comments and imports  ;just for [by implication];Reduce object allocation for <method_name>;"-
None";Similar;0.6527894735336304
Modify comments and imports  ;just for [by implication];Refactor: remove;and replace it with <method_name> ( <pr_link> );Similar;0.6315109729766846
Modify comments and imports  ;just for [by implication];Minor improvement on test cases: ( <pr_link> )  ;Use org.junit.Assert instead of junit.framework.Assert( @deprecated  since Junit 4), Use assertTrue and other assert methods through static import to make codes easier to read;Similar;0.5037201642990112
Modify comments and imports  ;just for [by implication];Simplify code with Lambda;code simplification;Similar;0.5085431337356567
Modify comments and imports  ;just for [by implication];Remove unused import for unit test;clear unused import;Similar;0.6447218656539917
Modify comments and imports  ;just for [by implication];add jdk11 to travis ci;upgrade jacoco to support jdk11;Similar;0.5050868391990662
Modify comments and imports  ;just for [by implication];remove the space ( <pr_link> );follow up for pr#4339;Similar;0.7125312089920044
Modify comments and imports  ;just for [by implication];Port <pr_link> into main trunk (<pr_link>);Fixes <issue_link>;Similar;0.5988364219665527
Modify comments and imports  ;just for [by implication];switch from <iden> to regular list;in order to avoid potential UnsupportedOperationException ( <pr_link> );Similar;0.6876134872436523
Modify comments and imports  ;just for [by implication];rename package name from <iden> to impl;-;Similar;0.7625080943107605
Modify comments and imports  ;just for [by implication];add unit test for parsing path;-;Similar;0.6271845102310181
Modify comments and imports  ;just for [by implication];fix comment grammar error;to correct the grammar error;Similar;0.611756443977356
Modify comments and imports  ;just for [by implication];Merge pull request  ;fix QoS port can only be configured by identity property problem;Similar;0.7135868668556213
Modify comments and imports  ;just for [by implication];Fix typo;typo;Similar;0.7130568623542786
Modify comments and imports  ;just for [by implication];Update README.md ( <pr_link> )  <enter> add @override annotation;to include the @override annotation;Similar;0.5908904671669006
Modify comments and imports  ;just for [by implication];Support <iden> auto recognize in <file_name> ( <pr_link>);"Enhancement

Decision: Fix <issue_link>";Similar;0.5574369430541992
Modify comments and imports  ;just for [by implication];Change <iden> to regular list in <file_name> (<pr_link>);to regular list;Similar;0.5751850605010986
remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Similar;0.5989862680435181
remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;modify consumer  <file_name> : param type from string to map;param type from string to map;Similar;0.6252801418304443
remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;fix dubbo.properties cannot work on <iden>;dubbo.properties cannot work on <iden>;Similar;0.6955195665359497
remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;Similar;0.6461896896362305
remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;fix protocol register set false not work ( <pr_link> );not work;Similar;0.6830360889434814
remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;Reduce object allocation for <method_name>;"-
None";Similar;0.7663519382476807
remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;Refactor: remove;and replace it with <method_name> ( <pr_link> );Similar;0.7156375050544739
remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;Remove unused import for unit test;clear unused import;Similar;0.7503275871276855
remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;add jdk11 to travis ci;upgrade jacoco to support jdk11;Similar;0.5132613778114319
remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Similar;0.6124904155731201
remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;remove the space ( <pr_link> );follow up for pr#4339;Similar;0.8131699562072754
remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;Port <pr_link> into main trunk (<pr_link>);Fixes <issue_link>;Similar;0.5692195892333984
remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;switch from <iden> to regular list;in order to avoid potential UnsupportedOperationException ( <pr_link> );Similar;0.5728508830070496
remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;rename package name from <iden> to impl;-;Similar;0.6652602553367615
remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;fix comment grammar error;to correct the grammar error;Similar;0.5373761057853699
remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;Merge pull request  ;fix QoS port can only be configured by identity property problem;Similar;0.5941768288612366
remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;Close all servers/ports after tests finish  ;Ensure proper cleanup;Similar;0.6215028762817383
remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;Fix typo;typo;Similar;0.5598533749580383
remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;Update README.md ( <pr_link> )  <enter> add @override annotation;to include the @override annotation;Similar;0.6161755323410034
remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;Support <iden> auto recognize in <file_name> ( <pr_link>);"Enhancement

Decision: Fix <issue_link>";Similar;0.5385057330131531
remove tomcat-embed-logging-juli ( <pr_link> );fixes <issue_link>;Change <iden> to regular list in <file_name> (<pr_link>);to regular list;Similar;0.5808424949645996
fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;fix dubbo.properties cannot work on <iden>;dubbo.properties cannot work on <iden>;Similar;0.7738440632820129
fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;fix protocol register set false not work ( <pr_link> );not work;Similar;0.7856502532958984
fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Reduce object allocation for <method_name>;"-
None";Similar;0.6659496426582336
fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Refactor: remove;and replace it with <method_name> ( <pr_link> );Similar;0.5987153649330139
fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Minor improvement on test cases: ( <pr_link> )  ;Use org.junit.Assert instead of junit.framework.Assert( @deprecated  since Junit 4), Use assertTrue and other assert methods through static import to make codes easier to read;Similar;0.5643255710601807
fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Remove unused import for unit test;clear unused import;Similar;0.6610637903213501
fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;remove the space ( <pr_link> );follow up for pr#4339;Similar;0.6272026300430298
fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;fix comment grammar error;to correct the grammar error;Similar;0.5380579233169556
fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Merge pull request  ;fix QoS port can only be configured by identity property problem;Similar;0.5015333294868469
fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Proofread README.md file with multiple fixes;to improve readability and content quality;Similar;0.5073176026344299
fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Close all servers/ports after tests finish  ;Ensure proper cleanup;Similar;0.5722818374633789
fix qos configuration cannot work after added qos-enable style support ( <pr_link> ) <enter>  fixes <issue_link>;qos configuration cannot work after added qos-enable style support;Fix typo;typo;Similar;0.564670741558075
modify consumer  <file_name> : param type from string to map;param type from string to map;Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;Similar;0.8151147365570068
modify consumer  <file_name> : param type from string to map;param type from string to map;Reduce object allocation for <method_name>;"-
None";Similar;0.6252760887145996
modify consumer  <file_name> : param type from string to map;param type from string to map;Remove unused import for unit test;clear unused import;Similar;0.5131973028182983
modify consumer  <file_name> : param type from string to map;param type from string to map;remove the space ( <pr_link> );follow up for pr#4339;Similar;0.5674291253089905
modify consumer  <file_name> : param type from string to map;param type from string to map;Port <pr_link> into main trunk (<pr_link>);Fixes <issue_link>;Similar;0.5784883499145508
modify consumer  <file_name> : param type from string to map;param type from string to map;switch from <iden> to regular list;in order to avoid potential UnsupportedOperationException ( <pr_link> );Similar;0.5831770300865173
modify consumer  <file_name> : param type from string to map;param type from string to map;rename package name from <iden> to impl;-;Similar;0.7079952955245972
modify consumer  <file_name> : param type from string to map;param type from string to map;add unit test for parsing path;-;Similar;0.6338250637054443
modify consumer  <file_name> : param type from string to map;param type from string to map;fix comment grammar error;to correct the grammar error;Similar;0.51663738489151
modify consumer  <file_name> : param type from string to map;param type from string to map;Merge pull request  ;fix QoS port can only be configured by identity property problem;Similar;0.610316276550293
modify consumer  <file_name> : param type from string to map;param type from string to map;Proofread README.md file with multiple fixes;to improve readability and content quality;Similar;0.6611801981925964
modify consumer  <file_name> : param type from string to map;param type from string to map;Fix typo;typo;Similar;0.6017845869064331
modify consumer  <file_name> : param type from string to map;param type from string to map;Update README.md ( <pr_link> )  <enter> add @override annotation;to include the @override annotation;Similar;0.7607365846633911
modify consumer  <file_name> : param type from string to map;param type from string to map;Support <iden> auto recognize in <file_name> ( <pr_link>);"Enhancement

Decision: Fix <issue_link>";Similar;0.7665458917617798
modify consumer  <file_name> : param type from string to map;param type from string to map;Change <iden> to regular list in <file_name> (<pr_link>);to regular list;Similar;0.7699886560440063
fix dubbo.properties cannot work on <iden>;dubbo.properties cannot work on <iden>;Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;Similar;0.5213616490364075
fix dubbo.properties cannot work on <iden>;dubbo.properties cannot work on <iden>;fix protocol register set false not work ( <pr_link> );not work;Similar;0.8714758157730103
fix dubbo.properties cannot work on <iden>;dubbo.properties cannot work on <iden>;Reduce object allocation for <method_name>;"-
None";Similar;0.758813202381134
fix dubbo.properties cannot work on <iden>;dubbo.properties cannot work on <iden>;Refactor: remove;and replace it with <method_name> ( <pr_link> );Similar;0.7322098016738892
fix dubbo.properties cannot work on <iden>;dubbo.properties cannot work on <iden>;Minor improvement on test cases: ( <pr_link> )  ;Use org.junit.Assert instead of junit.framework.Assert( @deprecated  since Junit 4), Use assertTrue and other assert methods through static import to make codes easier to read;Similar;0.5250014662742615
fix dubbo.properties cannot work on <iden>;dubbo.properties cannot work on <iden>;Remove unused import for unit test;clear unused import;Similar;0.7499548196792603
fix dubbo.properties cannot work on <iden>;dubbo.properties cannot work on <iden>;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Similar;0.5528481006622314
fix dubbo.properties cannot work on <iden>;dubbo.properties cannot work on <iden>;remove the space ( <pr_link> );follow up for pr#4339;Similar;0.7598638534545898
fix dubbo.properties cannot work on <iden>;dubbo.properties cannot work on <iden>;rename package name from <iden> to impl;-;Similar;0.551308810710907
fix dubbo.properties cannot work on <iden>;dubbo.properties cannot work on <iden>;fix comment grammar error;to correct the grammar error;Similar;0.6179824471473694
fix dubbo.properties cannot work on <iden>;dubbo.properties cannot work on <iden>;Fix typo;typo;Similar;0.6679390072822571
Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;Reduce object allocation for <method_name>;"-
None";Similar;0.7165244221687317
Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;Refactor: remove;and replace it with <method_name> ( <pr_link> );Similar;0.5197485089302063
Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;Simplify code with Lambda;code simplification;Similar;0.5355187654495239
Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;Remove unused import for unit test;clear unused import;Similar;0.5858813524246216
Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;add jdk11 to travis ci;upgrade jacoco to support jdk11;Similar;0.5351181030273438
Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;remove the space ( <pr_link> );follow up for pr#4339;Similar;0.7192344069480896
Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;Port <pr_link> into main trunk (<pr_link>);Fixes <issue_link>;Similar;0.6783980131149292
Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;switch from <iden> to regular list;in order to avoid potential UnsupportedOperationException ( <pr_link> );Similar;0.7024103403091431
Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;rename package name from <iden> to impl;-;Similar;0.7990356683731079
Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;add unit test for parsing path;-;Similar;0.6757519245147705
Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;fix comment grammar error;to correct the grammar error;Similar;0.5469555854797363
Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;Merge pull request  ;fix QoS port can only be configured by identity property problem;Similar;0.7442019581794739
Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;Proofread README.md file with multiple fixes;to improve readability and content quality;Similar;0.6211296319961548
Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;Fix typo;typo;Similar;0.6516127586364746
Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;Update README.md ( <pr_link> )  <enter> add @override annotation;to include the @override annotation;Similar;0.8121321797370911
Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;Support <iden> auto recognize in <file_name> ( <pr_link>);"Enhancement

Decision: Fix <issue_link>";Similar;0.8116360306739807
Modify <file_name> <enter> <url>;to indicate the revision of the <file_name> and inclusion of <url>;Change <iden> to regular list in <file_name> (<pr_link>);to regular list;Similar;0.804818868637085
fix protocol register set false not work ( <pr_link> );not work;Reduce object allocation for <method_name>;"-
None";Similar;0.7346434593200684
fix protocol register set false not work ( <pr_link> );not work;Refactor: remove;and replace it with <method_name> ( <pr_link> );Similar;0.6681716442108154
fix protocol register set false not work ( <pr_link> );not work;Minor improvement on test cases: ( <pr_link> )  ;Use org.junit.Assert instead of junit.framework.Assert( @deprecated  since Junit 4), Use assertTrue and other assert methods through static import to make codes easier to read;Similar;0.5509554147720337
fix protocol register set false not work ( <pr_link> );not work;Remove unused import for unit test;clear unused import;Similar;0.725388765335083
fix protocol register set false not work ( <pr_link> );not work;"
keep demo simple, and switch to use zookeeper as registry center ( <pr_link> )
keep demo simple, and switch to use zookeeper as registry center
remove comment
";"
None";Similar;0.5148589611053467
fix protocol register set false not work ( <pr_link> );not work;remove the space ( <pr_link> );follow up for pr#4339;Similar;0.7282000780105591
fix protocol register set false not work ( <pr_link> );not work;fix comment grammar error;to correct the grammar error;Similar;0.6170213222503662
fix protocol register set false not work ( <pr_link> );not work;Close all servers/ports after tests finish  ;Ensure proper cleanup;Similar;0.5084497332572937
fix protocol register set false not work ( <pr_link> );not work;Fix typo;typo;Similar;0.5957523584365845
Reduce object allocation for <method_name>;"-
None";Refactor: remove;and replace it with <method_name> ( <pr_link> );Similar;0.8075862526893616
Reduce object allocation for <method_name>;"-
None";Minor improvement on test cases: ( <pr_link> )  ;Use org.junit.Assert instead of junit.framework.Assert( @deprecated  since Junit 4), Use assertTrue and other assert methods through static import to make codes easier to read;Similar;0.6056037545204163
Reduce object allocation for <method_name>;"-
None";Simplify code with Lambda;code simplification;Similar;0.5176154971122742
Reduce object allocation for <method_name>;"-
None";Remove unused import for unit test;clear unused import;Similar;0.8178287744522095
Reduce object allocation for <method_name>;"-
None";remove the space ( <pr_link> );follow up for pr#4339;Similar;0.8969687223434448
Reduce object allocation for <method_name>;"-
None";Port <pr_link> into main trunk (<pr_link>);Fixes <issue_link>;Similar;0.5183356404304504
Reduce object allocation for <method_name>;"-
None";switch from <iden> to regular list;in order to avoid potential UnsupportedOperationException ( <pr_link> );Similar;0.6224463582038879
Reduce object allocation for <method_name>;"-
None";rename package name from <iden> to impl;-;Similar;0.6870696544647217
Reduce object allocation for <method_name>;"-
None";add unit test for parsing path;-;Similar;0.5757414698600769
Reduce object allocation for <method_name>;"-
None";fix comment grammar error;to correct the grammar error;Similar;0.6755781769752502
Reduce object allocation for <method_name>;"-
None";Merge pull request  ;fix QoS port can only be configured by identity property problem;Similar;0.6082582473754883
Reduce object allocation for <method_name>;"-
None";Fix typo;typo;Similar;0.6717733144760132
Reduce object allocation for <method_name>;"-
None";Update README.md ( <pr_link> )  <enter> add @override annotation;to include the @override annotation;Similar;0.5661253333091736
Reduce object allocation for <method_name>;"-
None";Support <iden> auto recognize in <file_name> ( <pr_link>);"Enhancement

Decision: Fix <issue_link>";Similar;0.5705350041389465
Reduce object allocation for <method_name>;"-
None";Change <iden> to regular list in <file_name> (<pr_link>);to regular list;Similar;0.5791699886322021
Refactor: remove;and replace it with <method_name> ( <pr_link> );Minor improvement on test cases: ( <pr_link> )  ;Use org.junit.Assert instead of junit.framework.Assert( @deprecated  since Junit 4), Use assertTrue and other assert methods through static import to make codes easier to read;Similar;0.5619282722473145
Refactor: remove;and replace it with <method_name> ( <pr_link> );Remove unused import for unit test;clear unused import;Similar;0.8008731007575989
Refactor: remove;and replace it with <method_name> ( <pr_link> );remove the space ( <pr_link> );follow up for pr#4339;Similar;0.8866569399833679
Refactor: remove;and replace it with <method_name> ( <pr_link> );switch from <iden> to regular list;in order to avoid potential UnsupportedOperationException ( <pr_link> );Similar;0.5993037819862366
Refactor: remove;and replace it with <method_name> ( <pr_link> );rename package name from <iden> to impl;-;Similar;0.5552232265472412
Refactor: remove;and replace it with <method_name> ( <pr_link> );fix comment grammar error;to correct the grammar error;Similar;0.5822830200195312
