level_0;index;message_preprocessed;Decision;Rationale;URL;web_url
581;1753;oom: only oom kill exiting tasks with attached memory;Only oom kill exiting tasks with attached memory;oom;https://api.github.com/repos/torvalds/linux/git/commits/81236810226f71bd9ff77321c8e8276dae7efc61;https://github.com/torvalds/linux/commit/81236810226f71bd9ff77321c8e8276dae7efc61
582;1756;" Although its possible for the mm to become detached later since
task_lock() is not held, __oom_kill_task() will simply be a no-op in such
circumstances";__oom_kill_task() will simply be a no-op in such circumstances;mm can become detached later since task_lock() is not held;https://api.github.com/repos/torvalds/linux/git/commits/81236810226f71bd9ff77321c8e8276dae7efc61;https://github.com/torvalds/linux/commit/81236810226f71bd9ff77321c8e8276dae7efc61
583;1757;"Subsequently, it is no longer necessary to warn about killing mm-less
tasks since it is a no-op.";it is no longer necessary to warn about killing mm-less tasks;it is a no-op;https://api.github.com/repos/torvalds/linux/git/commits/81236810226f71bd9ff77321c8e8276dae7efc61;https://github.com/torvalds/linux/commit/81236810226f71bd9ff77321c8e8276dae7efc61
584;1758;oom: avoid unnecessary mm locking and scanning for OOM_DISABLE;avoid unnecessary mm locking and scanning for OOM_DISABLE;unnecessary mm locking and scanning for OOM_DISABLE;https://api.github.com/repos/torvalds/linux/git/commits/4d8b9135c30ccbe46e621fefd862969819003fd6;https://github.com/torvalds/linux/commit/4d8b9135c30ccbe46e621fefd862969819003fd6
585;1759;"This moves the check for OOM_DISABLE to the badness heuristic so it is
only necessary to hold task_lock() once";Move the check for OOM_DISABLE to the badness heuristic;Reduce the number of times task_lock() needs to be held;https://api.github.com/repos/torvalds/linux/git/commits/4d8b9135c30ccbe46e621fefd862969819003fd6;https://github.com/torvalds/linux/commit/4d8b9135c30ccbe46e621fefd862969819003fd6
587;1761;"This requires that tasks with badness scores of 0 are prohibited from
being oom killed, which makes sense since they would not allow for future
memory freeing anyway";tasks with badness scores of 0 are prohibited from being oom killed;they would not allow for future memory freeing anyway;https://api.github.com/repos/torvalds/linux/git/commits/4d8b9135c30ccbe46e621fefd862969819003fd6;https://github.com/torvalds/linux/commit/4d8b9135c30ccbe46e621fefd862969819003fd6
588;1762;"Since the oom_adj value is a characteristic of an mm and not a task, it is
no longer necessary to check the oom_adj value for threads sharing the
same memory (except when simply issuing SIGKILLs for threads in other
thread groups).";it is no longer necessary to check the oom_adj value for threads sharing the same memory (except when simply issuing SIGKILLs for threads in other thread groups);the oom_adj value is a characteristic of an mm and not a task;https://api.github.com/repos/torvalds/linux/git/commits/4d8b9135c30ccbe46e621fefd862969819003fd6;https://github.com/torvalds/linux/commit/4d8b9135c30ccbe46e621fefd862969819003fd6
589;1766;"This patch moves oomkilladj (now more appropriately named oom_adj) from
struct task_struct to struct mm_struct";Move oomkilladj (now more appropriately named oom_adj) from struct task_struct to struct mm_struct;more appropriately named;https://api.github.com/repos/torvalds/linux/git/commits/2ff05b2b4eac2e63d345fc731ea151a060247f53;https://github.com/torvalds/linux/commit/2ff05b2b4eac2e63d345fc731ea151a060247f53
593;1770;"Taking task_lock() in select_bad_process() to check for OOM_DISABLE and in
oom_kill_task() to check for threads sharing the same memory will be
removed in the next patch in this series where it will no longer be
necessary";Taking task_lock() in select_bad_process() to check for OOM_DISABLE and in oom_kill_task() to check for threads sharing the same memory will be removed in the next patch in this series ;it will no longer be necessary;https://api.github.com/repos/torvalds/linux/git/commits/2ff05b2b4eac2e63d345fc731ea151a060247f53;https://github.com/torvalds/linux/commit/2ff05b2b4eac2e63d345fc731ea151a060247f53
594;1771;"Writing to /proc/pid/oom_adj for a kthread will now return -EINVAL since
these threads are immune from oom killing already";Writing to /proc/pid/oom_adj for a kthread will now return -EINVAL;these threads are immune from oom killing already;https://api.github.com/repos/torvalds/linux/git/commits/2ff05b2b4eac2e63d345fc731ea151a060247f53;https://github.com/torvalds/linux/commit/2ff05b2b4eac2e63d345fc731ea151a060247f53
595;1773;oom: fix possible oom_dump_tasks NULL pointer;fix possible oom_dump_tasks NULL pointer;possible oom_dump_tasks NULL pointer;https://api.github.com/repos/torvalds/linux/git/commits/6d2661ede5f20f968422e790af3334908c3bc857;https://github.com/torvalds/linux/commit/6d2661ede5f20f968422e790af3334908c3bc857
597;1785;There is no need to call for int_sqrt if argument is 0.;There is no need to call for int_sqrt;if argument is 0;https://api.github.com/repos/torvalds/linux/git/commits/a12888f772dab4bf5e6f73668dc4f5f6026a7014;https://github.com/torvalds/linux/commit/a12888f772dab4bf5e6f73668dc4f5f6026a7014
598;1786;memcg: avoid deadlock caused by race between oom and cpuset_attach;avoid deadlock caused by race between oom and cpuset_attach;race between oom and cpuset_attach;https://api.github.com/repos/torvalds/linux/git/commits/7f4d454dee2e0bdd21bafd413d1c53e443a26540;https://github.com/torvalds/linux/commit/7f4d454dee2e0bdd21bafd413d1c53e443a26540
599;1793;This patch avoid this deadlock by;avoid this deadlock;This patch;https://api.github.com/repos/torvalds/linux/git/commits/7f4d454dee2e0bdd21bafd413d1c53e443a26540;https://github.com/torvalds/linux/commit/7f4d454dee2e0bdd21bafd413d1c53e443a26540
600;1796;memcg: avoid unnecessary system-wide-oom-killer;avoid unnecessary system-wide-oom-killer;unnecessary;https://api.github.com/repos/torvalds/linux/git/commits/a636b327f731143ccc544b966cfd8de6cb6d72c6;https://github.com/torvalds/linux/commit/a636b327f731143ccc544b966cfd8de6cb6d72c6
604;1805;We also print the task's cpuset name for informational purposes.;Print the task's cpuset name for informational purposes;for informational purposes;https://api.github.com/repos/torvalds/linux/git/commits/75aa199410359dc5fbcf9025ff7af98a9d20f0d5;https://github.com/torvalds/linux/commit/75aa199410359dc5fbcf9025ff7af98a9d20f0d5
606;1807;zone_scan_mutex is actually a spinlock, so name it appropriately.;name it appropriately;zone_scan_mutex is actually a spinlock;https://api.github.com/repos/torvalds/linux/git/commits/c7d4caeb1d68d07f77cc09fc20b7759d6d7aa3b1;https://github.com/torvalds/linux/commit/c7d4caeb1d68d07f77cc09fc20b7759d6d7aa3b1
607;1810;"With increasingly sophisticated oom behaviour (cpusets, memory cgroups,
oom killing throttling, oom priority adjustment or selective disabling,
panic on oom, etc), it's silly to unconditionally kill the faulting
process at page fault time";it's silly to unconditionally kill the faulting process at page fault time;With increasingly sophisticated oom behaviour;https://api.github.com/repos/torvalds/linux/git/commits/1c0fe6e3bda0464728c23c8d84aa47567e8b716c;https://github.com/torvalds/linux/commit/1c0fe6e3bda0464728c23c8d84aa47567e8b716c
611;1822;"these are not security decisions and LSMs should not record if they fall
the request they should use the new has_capability_noaudit() interface so
the denials will not be recorded.";LSMs should use the new has_capability_noaudit() interface;The denials will not be recorded;https://api.github.com/repos/torvalds/linux/git/commits/a2f2945a99057c7d44043465906c6bb63c3368a0;https://github.com/torvalds/linux/commit/a2f2945a99057c7d44043465906c6bb63c3368a0
613;1824;Paramter @mem has been removed since v2.6.26, now delete it's comment.;Remove the parameter @mem;removed since v2.6.26;https://api.github.com/repos/torvalds/linux/git/commits/fbdd12676c83df77480f00ebd32fc98fbe3bf836;https://github.com/torvalds/linux/commit/fbdd12676c83df77480f00ebd32fc98fbe3bf836
614;1826;"When /proc/sys/vm/oom_dump_tasks is enabled, it's only necessary to dump
task state information for thread group leaders";dump task state information for thread group leaders;When /proc/sys/vm/oom_dump_tasks is enabled, it's only necessary;https://api.github.com/repos/torvalds/linux/git/commits/b4416d2bea007f07f2e74cdc4cb64042ec996c83;https://github.com/torvalds/linux/commit/b4416d2bea007f07f2e74cdc4cb64042ec996c83
616;1829;"Fix the setting of PF_SUPERPRIV by __capable() as it could corrupt the flags
the target process if that is not the current process and it is trying to
change its own flags in a different way at the same time";Fix the setting of PF_SUPERPRIV by __capable();it could corrupt the flags of the target process if that is not the current process and it is trying to change its own flags in a different way at the same time;https://api.github.com/repos/torvalds/linux/git/commits/5cd9c58fbe9ec92b45b27e131719af4f2bd9eb40;https://github.com/torvalds/linux/commit/5cd9c58fbe9ec92b45b27e131719af4f2bd9eb40
617;1841;"Two of the instances of __capable() actually only act on current, and so have
been changed to calls to capable()";Two of the instances of __capable() actually only act on current, and so have been changed to calls to capable();only act on current;https://api.github.com/repos/torvalds/linux/git/commits/5cd9c58fbe9ec92b45b27e131719af4f2bd9eb40;https://github.com/torvalds/linux/commit/5cd9c58fbe9ec92b45b27e131719af4f2bd9eb40
618;1848; (3) cap_safe_nice() only ever saw current, so now uses capable();cap_safe_nice() only ever saw current, so now uses capable();only ever saw current, capable();https://api.github.com/repos/torvalds/linux/git/commits/5cd9c58fbe9ec92b45b27e131719af4f2bd9eb40;https://github.com/torvalds/linux/commit/5cd9c58fbe9ec92b45b27e131719af4f2bd9eb40
619;1849;" (4) smack_setprocattr() rejected accesses to tasks other than current just
     after calling __capable(), so the order of these two tests have been
     switched and capable() is used instead";The order of the tests have been switched and capable() is used instead;smack_setprocattr() rejected accesses to tasks other than current just after calling __capable();https://api.github.com/repos/torvalds/linux/git/commits/5cd9c58fbe9ec92b45b27e131719af4f2bd9eb40;https://github.com/torvalds/linux/commit/5cd9c58fbe9ec92b45b27e131719af4f2bd9eb40
620;1850;" (5) In smack_file_send_sigiotask(), we need to allow privileged processes to
     receive SIGIO on files they're manipulating";allow privileged processes to receive SIGIO on files they're manipulating;privileged processes;https://api.github.com/repos/torvalds/linux/git/commits/5cd9c58fbe9ec92b45b27e131719af4f2bd9eb40;https://github.com/torvalds/linux/commit/5cd9c58fbe9ec92b45b27e131719af4f2bd9eb40
621;1853;oom_kill: remove unused parameter in badness();remove unused parameter in badness();unused;https://api.github.com/repos/torvalds/linux/git/commits/97d87c9710bc6c5f2585fb9dc58f5bedbe996f10;https://github.com/torvalds/linux/commit/97d87c9710bc6c5f2585fb9dc58f5bedbe996f10
623;1860;"This patch introduces a struct zoneref to store a zone pointer and a zone
index";Introduce a struct zoneref to store a zone pointer and a zone index;Store a zone pointer and a zone index;https://api.github.com/repos/torvalds/linux/git/commits/dd1a239f6f2d4d3eedd318583ec319aa145b324c;https://github.com/torvalds/linux/commit/dd1a239f6f2d4d3eedd318583ec319aa145b324c
625;1868;" The
first contains all populated zones in the system, ordered by distance, for
fallback allocations when the target/preferred node has no free pages";fallback allocations when the target/preferred node has no free pages;target/preferred node has no free pages;https://api.github.com/repos/torvalds/linux/git/commits/54a6eb5c4765aa573a030ceeba2c14e3d2ea5706;https://github.com/torvalds/linux/commit/54a6eb5c4765aa573a030ceeba2c14e3d2ea5706
627;1873;"This is because tsk->sighand is not guarded by RCU, so we have to
hold tasklist_lock, just as what out_of_memory() does.";hold tasklist_lock;tsk->sighand is not guarded by RCU, just as what out_of_memory() does.;https://api.github.com/repos/torvalds/linux/git/commits/e115f2d89253490fb2dbf304b627f8d908df26f1;https://github.com/torvalds/linux/commit/e115f2d89253490fb2dbf304b627f8d908df26f1
629;1875;Fix kernel-doc notation in oom_kill.c.;Fix kernel-doc notation in oom_kill.c;kernel-doc notation needs to be fixed;https://api.github.com/repos/torvalds/linux/git/commits/1b578df02207a67a29e8ced4db3b36d89df52fef;https://github.com/torvalds/linux/commit/1b578df02207a67a29e8ced4db3b36d89df52fef
631;1880;oom: add sysctl to enable task memory dump;add sysctl to enable task memory dump;enable task memory dump;https://api.github.com/repos/torvalds/linux/git/commits/fef1bdd68c81b71882ccb6f47c70980a03182063;https://github.com/torvalds/linux/commit/fef1bdd68c81b71882ccb6f47c70980a03182063
632;1881;"Adds a new sysctl, 'oom_dump_tasks', that enables the kernel to produce a
dump of all system tasks (excluding kernel threads) when performing an
OOM-killing";Adds a new sysctl, 'oom_dump_tasks';enables the kernel to produce a dump of all system tasks;https://api.github.com/repos/torvalds/linux/git/commits/fef1bdd68c81b71882ccb6f47c70980a03182063;https://github.com/torvalds/linux/commit/fef1bdd68c81b71882ccb6f47c70980a03182063
633;1884;"It is configurable so that large systems, such as those with several
thousand tasks, do not incur a performance penalty associated with dumping
data they may not desire";It is configurable;so that large systems, such as those with several thousand tasks, do not incur a performance penalty associated with dumping data they may not desire;https://api.github.com/repos/torvalds/linux/git/commits/fef1bdd68c81b71882ccb6f47c70980a03182063;https://github.com/torvalds/linux/commit/fef1bdd68c81b71882ccb6f47c70980a03182063
634;1885;"If an OOM was triggered as a result of a memory controller, the tasklist
shall be filtered to exclude tasks that are not a member of the same
cgroup.";The tasklist shall be filtered to exclude tasks that are not a member of the same cgroup.;to exclude tasks that are not a member of the same cgroup.;https://api.github.com/repos/torvalds/linux/git/commits/fef1bdd68c81b71882ccb6f47c70980a03182063;https://github.com/torvalds/linux/commit/fef1bdd68c81b71882ccb6f47c70980a03182063
635;1900;"uid comparisons are unnecessary, trust CAP_SYS_ADMIN
	   alone";Trust CAP_SYS_ADMIN;uid comparisons are unnecessary;https://api.github.com/repos/torvalds/linux/git/commits/97829955ad291acec1d8b94e9911b3ceb1118bb1;https://github.com/torvalds/linux/commit/97829955ad291acec1d8b94e9911b3ceb1118bb1
636;1901;" However CAP_SYS_RESOURCE is the one that really
	   means ""give me extra resources"" so allow for that as
	   well";allow for CAP_SYS_RESOURCE as well;"CAP_SYS_RESOURCE means ""give me extra resources""";https://api.github.com/repos/torvalds/linux/git/commits/97829955ad291acec1d8b94e9911b3ceb1118bb1;https://github.com/torvalds/linux/commit/97829955ad291acec1d8b94e9911b3ceb1118bb1
638;1904;"uid==0 makes processes on the host as well as in containers
	   more important, so we should keep the existing checks";keep the existing checks;uid==0 makes processes on the host as well as in containers more important;https://api.github.com/repos/torvalds/linux/git/commits/97829955ad291acec1d8b94e9911b3ceb1118bb1;https://github.com/torvalds/linux/commit/97829955ad291acec1d8b94e9911b3ceb1118bb1
639;1905;"uid==0 makes processes only on the host more important,
	   even without any capabilities";uid==0 makes processes only on the host more important;even without any capabilities;https://api.github.com/repos/torvalds/linux/git/commits/97829955ad291acec1d8b94e9911b3ceb1118bb1;https://github.com/torvalds/linux/commit/97829955ad291acec1d8b94e9911b3ceb1118bb1
640;1909;"The patch supports legacy (32-bit) capability userspace, and where possible
translates 32-bit capabilities to/from userspace and the VFS to 64-bit
kernel space capabilities";The patch supports legacy (32-bit) capability userspace and translates 32-bit capabilities to/from userspace and the VFS to 64-bit kernel space capabilities.;Supports legacy (32-bit) capability userspace and translates 32-bit capabilities.;https://api.github.com/repos/torvalds/linux/git/commits/e338d263a76af78fe8f38a72131188b58fceb591;https://github.com/torvalds/linux/commit/e338d263a76af78fe8f38a72131188b58fceb591
641;1913;Move the task_struct members specific to rt scheduling together;Move the task_struct members specific to rt scheduling together;specific to rt scheduling;https://api.github.com/repos/torvalds/linux/git/commits/fa717060f1ab7eb6570f2fb49136f838fc9195a9;https://github.com/torvalds/linux/commit/fa717060f1ab7eb6570f2fb49136f838fc9195a9
642;1917;Use helpers to obtain task pid in printks;Use helpers to obtain task pid in printks;to obtain task pid in printks;https://api.github.com/repos/torvalds/linux/git/commits/ba25f9dcc4ea6e30839fcab5a5516f2176d5bfed;https://github.com/torvalds/linux/commit/ba25f9dcc4ea6e30839fcab5a5516f2176d5bfed
643;1918;"The task_struct->pid member is going to be deprecated, so start
using the helpers (task_pid_nr/task_pid_vnr/task_pid_nr_ns) in
the kernel";start using the helpers (task_pid_nr/task_pid_vnr/task_pid_nr_ns) in the kernel;The task_struct->pid member is going to be deprecated;https://api.github.com/repos/torvalds/linux/git/commits/ba25f9dcc4ea6e30839fcab5a5516f2176d5bfed;https://github.com/torvalds/linux/commit/ba25f9dcc4ea6e30839fcab5a5516f2176d5bfed
644;1919;"The first thing to start with is the pid, printed to dmesg - in
this case we may safely use task_pid_nr()";start with the pid, printed to dmesg ;safely use task_pid_nr() in this case;https://api.github.com/repos/torvalds/linux/git/commits/ba25f9dcc4ea6e30839fcab5a5516f2176d5bfed;https://github.com/torvalds/linux/commit/ba25f9dcc4ea6e30839fcab5a5516f2176d5bfed
646;1922;"With pid namespaces this field is now dangerous to use explicitly, so hide
it behind the helpers";hide it behind the helpers;With pid namespaces this field is now dangerous to use explicitly;https://api.github.com/repos/torvalds/linux/git/commits/bac0abd6174e427404dd197cdbefece31e97329b;https://github.com/torvalds/linux/commit/bac0abd6174e427404dd197cdbefece31e97329b
647;1924;" Unfortunately this patch cannot be sent right now as this
leads to tons of warnings, so start isolating them, and deprecate later";start isolating the tons of warnings;cannot be sent right now as this leads to tons of warnings;https://api.github.com/repos/torvalds/linux/git/commits/bac0abd6174e427404dd197cdbefece31e97329b;https://github.com/torvalds/linux/commit/bac0abd6174e427404dd197cdbefece31e97329b
648;1925;"Actually the p->tgid == pid has to be changed to has_group_leader_pid(),
but Oleg pointed out that in case of posix cpu timers this is the same, and
thread_group_leader() is more preferable.";p->tgid == pid has to be changed to has_group_leader_pid();Oleg pointed out that in case of posix cpu timers this is the same, and thread_group_leader() is more preferable.;https://api.github.com/repos/torvalds/linux/git/commits/bac0abd6174e427404dd197cdbefece31e97329b;https://github.com/torvalds/linux/commit/bac0abd6174e427404dd197cdbefece31e97329b
649;1938;"	  This way, we kill only the cgroup if the cgroup's init has a
	  bug rather than force a kernel panic.";kill only the cgroup if the cgroup's init has a bug;rather than force a kernel panic;https://api.github.com/repos/torvalds/linux/git/commits/b460cbc581a53cc088ceba80608021dd49c63c43;https://github.com/torvalds/linux/commit/b460cbc581a53cc088ceba80608021dd49c63c43
651;1945;"Instead of testing for overlap in the memory nodes of the the nearest
exclusive ancestor of both current and the candidate task, it is better to
simply test for intersection between the task's mems_allowed in their task
descriptors";It is better to simply test for intersection between the task's mems_allowed in their task descriptors;It is better;https://api.github.com/repos/torvalds/linux/git/commits/bbe373f2c60b2aa36c3231734a5afc5271a06718;https://github.com/torvalds/linux/commit/bbe373f2c60b2aa36c3231734a5afc5271a06718
653;1947;"Tasks that do not have an intersection in their mems_allowed with the current
task are not explicitly restricted from being OOM killed because it is quite
possible that the candidate task has allocated memory there before and has
since changed its mems_allowed.";Tasks that do not have an intersection in their mems_allowed with the current task are not explicitly restricted from being OOM killed;it is quite possible that the candidate task has allocated memory there before and has since changed its mems_allowed.;https://api.github.com/repos/torvalds/linux/git/commits/bbe373f2c60b2aa36c3231734a5afc5271a06718;https://github.com/torvalds/linux/commit/bbe373f2c60b2aa36c3231734a5afc5271a06718
654;1948;oom: suppress extraneous stack and memory dump;suppress extraneous stack and memory dump;oom;https://api.github.com/repos/torvalds/linux/git/commits/7213f5066fc8a17c78389fe245de522b5cf0648a;https://github.com/torvalds/linux/commit/7213f5066fc8a17c78389fe245de522b5cf0648a
656;1950;" There's no need to fill the ring buffer with this information
if its already been printed and the condition that triggered the previous OOM
killer has not yet been alleviated.";There's no need to fill the ring buffer with this information;if its already been printed and the condition that triggered the previous OOM killer has not yet been alleviated.;https://api.github.com/repos/torvalds/linux/git/commits/7213f5066fc8a17c78389fe245de522b5cf0648a;https://github.com/torvalds/linux/commit/7213f5066fc8a17c78389fe245de522b5cf0648a
657;1952;"Adds a new sysctl, 'oom_kill_allocating_task', which will automatically kill
the OOM-triggering task instead of scanning through the tasklist to find a
memory-hogging target";Adds a new sysctl, 'oom_kill_allocating_task';which will automatically kill the OOM-triggering task instead of scanning through the tasklist to find a memory-hogging target;https://api.github.com/repos/torvalds/linux/git/commits/fe071d7e8aae5745c009c808bb8933f22a9e305a;https://github.com/torvalds/linux/commit/fe071d7e8aae5745c009c808bb8933f22a9e305a
658;1955;"OOM killer synchronization should be done with zone granularity so that memory
policy and cpuset allocations may have their corresponding zones locked and
allow parallel kills for other OOM conditions that may exist elsewhere in the
system";OOM killer synchronization should be done with zone granularity;so that memory policy and cpuset allocations may have their corresponding zones locked and allow parallel kills for other OOM conditions that may exist elsewhere in the system;https://api.github.com/repos/torvalds/linux/git/commits/098d7f128a4e53cb64930628915ac767785e0e60;https://github.com/torvalds/linux/commit/098d7f128a4e53cb64930628915ac767785e0e60
659;1956;" DMA allocations can be targeted at the zone level, which would not be
possible if locking was done in nodes or globally";DMA allocations can be targeted at the zone level;locking was done in nodes or globally;https://api.github.com/repos/torvalds/linux/git/commits/098d7f128a4e53cb64930628915ac767785e0e60;https://github.com/torvalds/linux/commit/098d7f128a4e53cb64930628915ac767785e0e60
660;1957;"Synchronization shall be done with a variation of ""trylocks."" The goal is to
put the current task to sleep and restart the failed allocation attempt later
if the trylock fails";"Synchronization shall be done with a variation of ""trylocks.""";The goal is to put the current task to sleep and restart the failed allocation attempt later if the trylock fails.;https://api.github.com/repos/torvalds/linux/git/commits/098d7f128a4e53cb64930628915ac767785e0e60;https://github.com/torvalds/linux/commit/098d7f128a4e53cb64930628915ac767785e0e60
661;1963;"The OOM killer's CONSTRAINT definitions are really more appropriate in an
enum, so define them in include/linux/oom.h.";Define the OOM killer's CONSTRAINT definitions in include/linux/oom.h  ;The OOM killer's CONSTRAINT definitions are more appropriate in an enum;https://api.github.com/repos/torvalds/linux/git/commits/70e24bdf6d2fead14631e72a07fba012400c521e;https://github.com/torvalds/linux/commit/70e24bdf6d2fead14631e72a07fba012400c521e
664;1975; 2) Add back fs.h or less bloated headers (err.h) to files that need it;Add back fs.h or less bloated headers (err.h) to files that need it;to files that need it;https://api.github.com/repos/torvalds/linux/git/commits/4e950f6f0189f65f8bf069cf2272649ef418f5e4;https://github.com/torvalds/linux/commit/4e950f6f0189f65f8bf069cf2272649ef418f5e4
666;1978;oom: fix constraint deadlock;fix constraint deadlock;constraint deadlock;https://api.github.com/repos/torvalds/linux/git/commits/2b45ab3398a0ba119b1f672c7c56fd5a431b7f0a;https://github.com/torvalds/linux/commit/2b45ab3398a0ba119b1f672c7c56fd5a431b7f0a
667;1979;"Fixes a deadlock in the OOM killer for allocations that are not
__GFP_HARDWALL";Fixes a deadlock in the OOM killer for allocations that are not __GFP_HARDWALL;deadlock in the OOM killer for allocations that are not __GFP_HARDWALL;https://api.github.com/repos/torvalds/linux/git/commits/2b45ab3398a0ba119b1f672c7c56fd5a431b7f0a;https://github.com/torvalds/linux/commit/2b45ab3398a0ba119b1f672c7c56fd5a431b7f0a
668;1984;"We now take callback_mutex after iterating through the zonelist since we
don't need it yet.";We now take callback_mutex after iterating through the zonelist;we don't need it yet;https://api.github.com/repos/torvalds/linux/git/commits/2b45ab3398a0ba119b1f672c7c56fd5a431b7f0a;https://github.com/torvalds/linux/commit/2b45ab3398a0ba119b1f672c7c56fd5a431b7f0a
670;1987;" But some people
want failover by panic ASAP even if they are used";panic ASAP;want failover;https://api.github.com/repos/torvalds/linux/git/commits/2b744c01a54fe0c9974ff1b29522f25f07084053;https://github.com/torvalds/linux/commit/2b744c01a54fe0c9974ff1b29522f25f07084053
672;1993;fix OOM killing processes wrongly thought MPOL_BIND;fix OOM killing processes wrongly thought MPOL_BIND;wrongly thought MPOL_BIND;https://api.github.com/repos/torvalds/linux/git/commits/3d124cbba316737af8f3a6959edb95bbd130a4d8;https://github.com/torvalds/linux/commit/3d124cbba316737af8f3a6959edb95bbd130a4d8
673;1998;"When finding other threads that share an mm with that task, we need to
kill those individual threads and not the same one";kill those individual threads;When finding other threads that share an mm with that task;https://api.github.com/repos/torvalds/linux/git/commits/650a7c974f1b91de9732c0f720e792837f8abfd6;https://github.com/torvalds/linux/commit/650a7c974f1b91de9732c0f720e792837f8abfd6
674;2000;[PATCH] oom fix: prevent oom from killing a process with children/sibling unkillable;prevent oom from killing a process with children/sibling unkillable;fix oom issue;https://api.github.com/repos/torvalds/linux/git/commits/35ae834fa02ba89cfbd4a80892c0e458fd6d5c0b;https://github.com/torvalds/linux/commit/35ae834fa02ba89cfbd4a80892c0e458fd6d5c0b
676;2003;"These days, if you swapoff when there isn't enough memory, OOM killer gives
""BUG: scheduling while atomic"" and the machine hangs: badness() needs to do
its PF_SWAPOFF return after the task_unlock (tasklist_lock is also held
here, so p isn't going to be freed: PF_SWAPOFF might get turned off at any
moment, but that doesn't really matter).";"OOM killer gives ""BUG: scheduling while atomic"" and the machine hangs";there isn't enough memory, badness() needs to do its PF_SWAPOFF return after the task_unlock;https://api.github.com/repos/torvalds/linux/git/commits/7ba3485947ee7bc89a17f86250fe9b692a615dff;https://github.com/torvalds/linux/commit/7ba3485947ee7bc89a17f86250fe9b692a615dff
678;2009;contstrained_alloc() should get memory_less_node into count;contstrained_alloc() should get memory_less_node into count;memory_less_node into count;https://api.github.com/repos/torvalds/linux/git/commits/96ac5913f4e45c6a1b98350f2c0a8bb3abe2646a;https://github.com/torvalds/linux/commit/96ac5913f4e45c6a1b98350f2c0a8bb3abe2646a
679;2012; This patch fix it.;fix it;fix;https://api.github.com/repos/torvalds/linux/git/commits/96ac5913f4e45c6a1b98350f2c0a8bb3abe2646a;https://github.com/torvalds/linux/commit/96ac5913f4e45c6a1b98350f2c0a8bb3abe2646a
680;2014;"Elaborate the API for calling cpuset_zone_allowed(), so that users have to
explicitly choose between the two variants";Elaborate the API for calling cpuset_zone_allowed();users have to explicitly choose between the two variants;https://api.github.com/repos/torvalds/linux/git/commits/02a0e53d8227aff5e62e0433f82c12c1c2805fd6;https://github.com/torvalds/linux/commit/02a0e53d8227aff5e62e0433f82c12c1c2805fd6
681;2019;"The hardwall version requires that the current tasks mems_allowed allows
the node of the specified zone (or that you're in interrupt or that
__GFP_THISNODE is set or that you're on a one cpuset system.)
The softwall version, depending on the gfp_mask, might allow a node if it
was allowed in the nearest enclusing cpuset marked mem_exclusive (which
requires taking the cpuset lock 'callback_mutex' to evaluate.)
This patch removes the cpuset_zone_allowed() call, and forces the caller to
explicitly choose between the hardwall and the softwall case";This patch removes the cpuset_zone_allowed() call;to force the caller to explicitly choose between the hardwall and the softwall case;https://api.github.com/repos/torvalds/linux/git/commits/02a0e53d8227aff5e62e0433f82c12c1c2805fd6;https://github.com/torvalds/linux/commit/02a0e53d8227aff5e62e0433f82c12c1c2805fd6
682;2022;" It should save a few instructions executed for the calls that
turned into calls of cpuset_zone_allowed_hardwall, thanks to not having to
set (before the call) then check (within the call) the __GFP_HARDWALL flag";It should save a few instructions executed for the calls that turned into calls of cpuset_zone_allowed_hardwall;thanks to not having to set (before the call) then check (within the call) the __GFP_HARDWALL flag;https://api.github.com/repos/torvalds/linux/git/commits/02a0e53d8227aff5e62e0433f82c12c1c2805fd6;https://github.com/torvalds/linux/commit/02a0e53d8227aff5e62e0433f82c12c1c2805fd6
683;2024;"Not a perfect win, but seems worth it, to reduce this chance of hitting a
sleeping with irq off complaint again.";reduce this chance of hitting a sleeping with irq off complaint again;Not a perfect win, but seems worth it;https://api.github.com/repos/torvalds/linux/git/commits/02a0e53d8227aff5e62e0433f82c12c1c2805fd6;https://github.com/torvalds/linux/commit/02a0e53d8227aff5e62e0433f82c12c1c2805fd6
684;2026;"Don't cause all threads in all other thread groups to gain TIF_MEMDIE
otherwise we'll get a thundering herd eating our memory reserve";Don't cause all threads in all other thread groups to gain TIF_MEMDIE;otherwise we'll get a thundering herd eating our memory reserve;https://api.github.com/repos/torvalds/linux/git/commits/f2a2a7108aa0039ba7a5fe7a0d2ecef2219a7584;https://github.com/torvalds/linux/commit/f2a2a7108aa0039ba7a5fe7a0d2ecef2219a7584
686;2028;[PATCH] oom: cleanup messages;cleanup messages;oom;https://api.github.com/repos/torvalds/linux/git/commits/f3af38d30c18538d069a95e624a3db7c3d486a1e;https://github.com/torvalds/linux/commit/f3af38d30c18538d069a95e624a3db7c3d486a1e
687;2029;Clean up the OOM killer messages to be more consistent.;Clean up the OOM killer messages;to be more consistent;https://api.github.com/repos/torvalds/linux/git/commits/f3af38d30c18538d069a95e624a3db7c3d486a1e;https://github.com/torvalds/linux/commit/f3af38d30c18538d069a95e624a3db7c3d486a1e
