Decision1;Rationale1;Decision2;Rationale2;Relationship;Alpha;similarity_rationales
The OOM killer will discount the 1M agettys 256 badness points down to 179, and the 10G fork bombs 262144 points down to 183500 points and make the right choice;instead of discounting both to 0 and killing agetty because its first in the task list;The oom killer does not want to defer in this case;there is no guarantee that thread will ever exit without intervention;Contradicts;0.9442152976989746;0.47488564252853394
kill the thread group leader;the actual process name is printed to the kernel log rather than the thread group name which may be shared amongst several processes;Give it access to memory reserves with a higher scheduling priority;so that it may quickly exit and free its memory;Contradicts;0.9363251328468324;0.4040486812591553
"we need ""bool ret"" and ""break""";we can not simply return from the loop;These tests are no longer necessary;it is now guaranteed that fatal_signal_pending will be set if the code enters ptrace_stop during a coredump;Contradicts;0.966275990009308;0.35962677001953125
Provide more precise dump info while memcg oom happening;more precise dump info;Have no license information of any form;GPL v2 only;Contradicts;0.9643287658691406;0.28367477655410767
The accessor, ac_classzone_idx() is also removed;it isnt needed after integration;An admin can easily get the full oom context at a single line;makes parsing much easier;Contradicts;0.9037548303604126;0.34630200266838074
Add SPDX license identifier for missed files;SPDX license identifier for missed files;Have no license information of any form;GPL v2 only;Contradicts;0.9951748847961426;0.3189627528190613
"do the initial mechanical conversion of all the places that call mmu_notifier_range_init to also provide the default MMU_NOTIFY_UNMAP event as well as the vma
";most invalidation happens against a given vma;Ignore the fact that all threads in a thread group do not necessarily exit at the same time;495789a5 (oom: make oom_score to per-process value);Contradicts;0.9125581979751588;0.40946120023727417
We can trivially add both the oom memcg and task_memcg.;Now that we have a single line for the oom context.;There is no clear decision in this sentence.;There is no clear rationale in this sentence.;Contradicts;0.9835196137428284;0.5047639012336731
Add a short explanation for the return value and fix the rest by reorganizing the function a bit to have unified function exit paths.;to have unified function exit paths;Using only a trylock and retry 10 times with a short sleep in between;To prevent from blocking on the lock without any forward progress;Contradicts;0.9569292068481444;0.4058987498283386
OOM kills will get counted against the container cgroups oom_kill counter despite not actually OOM killing the entire container.;some cases where containers create their children cgroups with memory.oom.group=1;Kill it and directly access;directly access;Contradicts;0.9405930638313292;0.3046024739742279
Fix this race by elevating mm->mm_users and preventing exit_mmap from executing until process_mrelease is finished;preventing exit_mmap from executing until process_mrelease is finished;The fix is to remove __show_mem() and add its argument to show_mem() in all implementations;to prevent this breakage;Contradicts;0.9390047192573548;0.6153717041015625
Print the tasks cpuset name for informational purposes;for informational purposes;Kill it and directly access;directly access;Contradicts;0.9422451853752136;0.7043279409408569
fallback allocations when the target/preferred node has no free pages;target/preferred node has no free pages;Kill it and directly access;directly access;Contradicts;0.90188729763031;0.3283511698246002
This patch reduces the probability of such a lockup by introducing a specialized kernel thread (oom_reaper) which tries to reclaim additional memory by preemptively reaping the anonymous or swapped out memory owned by the oom victim.;under an assumption that such a memory wont be needed when its owner is killed and kicked from the userspace anyway;avoid attempting to kill init sharing same memory;avoid attempting to kill init;Contradicts;0.92942476272583;0.6985150575637817
